state,anchor_id,existing_ccss_id,verdict,confidence,recommended_ccss_id,rationale
SC,6.PAFR.1.1,6.EE.C.9,confirmed,97.0,6.EE.C.9,"The lesson overlap is perfect (1.0) with all 4 state lessons matching all 4 CCSS lessons, and the content of both standards is nearly identical — both address representing relationships between independent and dependent variables using tables, graphs, and equations. This is the top-ranked candidate by both lesson overlap and embedding similarity."
MO,K.RA.A.3,K.OA.A.3,confirmed,99.0,K.OA.A.3,"The lesson overlap is perfect (1.0, with all 5 lessons shared), and the state standard text is nearly identical to K.OA.A.3's text. No other candidate comes close in either lesson overlap or semantic similarity."
SC,5.PAFR.2.2,5.NF.B.4.a,confirmed,72.0,5.NF.B.4.a,"5.NF.B.4.a has the highest lesson overlap (0.4091, with 9 shared lessons) among all tags evaluated for this standard, and its content — interpreting and computing products of fractions by fractions and fractions by whole numbers — directly matches the SC standard's requirement to multiply a fraction by a fraction or by a whole number in real-world situations. Although it doesn't appear in the top-5 similarity candidates, the lesson overlap is the strongest signal and clearly supports this tag."
IN,4.CA.7,4.NF.B.3.c,confirmed,99.0,4.NF.B.3.c,"The lesson overlap is perfect (1.0, all 5 lessons shared), the text of the state standard and CCSS standard are nearly identical, and the embedding similarity is high (0.817). All evidence strongly supports this tag."
WI,6.NS.B.2,6.NS.B.2,,,,"Unparseable response: Looking at the evidence:

1. **Lesson overlap**: The top-5 candidates table shows that 6.NS.B.2 has a lesson_overlap_pct of 0.3333 (3 shared lessons out of 9 state lessons), while 5.NBT.B.6 has a high"
MO,3.RA.A.2,3.OA.A.2,confirmed,99.0,3.OA.A.2,"The lesson overlap is perfect (1.0, with all 10 lessons shared), and the textual content of MO 3.RA.A.2 directly matches 3.OA.A.2's focus on interpreting whole-number quotients. No other candidate comes close in lesson overlap."
PA,2.4.5.A.5,5.MD.C.5.a,likely_incorrect,72.0,5.MD.C.5.c,"5.MD.C.5.c has a 38.46% lesson overlap with the state standard (5 shared lessons out of 13), making it the strongest match by the primary signal. The tag being evaluated (5.MD.C.5.a) has only 15.38% lesson overlap and a lower embedding similarity (0.59 vs 0.68 for 5.MD.C.5.c), suggesting 5.MD.C.5.a is the weaker alignment for this standard which emphasizes applying volume concepts to solve problems and relating volume to multiplication and addition."
WI,6.NS.B.3,5.NBT.B.7,likely_incorrect,72.0,6.NS.B.3,"The lesson overlap data shows 5.NBT.B.7 has 0% overlap when considering the state's 0-lesson count, but looking at the top-5 candidates, 5.NBT.B.7 actually has the highest lesson overlap (0.6667) while 6.NS.B.3 has a 0.2917 overlap and much stronger semantic similarity (0.805 vs 0.639). However, the state standard is labeled 6.NS.B.3 and the other existing tag is already 6.NS.B.3, which is the direct CCSS equivalent — the WI standard text closely mirrors CCSS 6.NS.B.3 with added flexibility language. The 5.NBT.B.7 tag is redundant and less precise given the grade-level context (grade 6) and the direct name match."
WV,5.15.b,5.NF.B.5.b,confirmed,95.0,5.NF.B.5.b,"The text of the state standard is nearly identical to 5.NF.B.5.b (embedding similarity 0.894, rank 1), and the top-5 candidates table shows a lesson_overlap_pct of 1.0 (all 10 lessons shared) for this pairing — indicating perfect curriculum alignment. The 0.0 lesson overlap shown in the tag evaluation row appears to be a data artifact where the state standard was recorded with 0 lessons, but the candidates table correctly shows 10 lessons for this standard with full overlap."
IA,7.G.A.1,7.G.A.1,confirmed,99.0,7.G.A.1,"The state standard text is identical to CCSS 7.G.A.1, and the lesson overlap is perfect (1.0) with all 8 lessons shared, making this an unambiguous match with no competing candidates."
AL,7.DSP.12,7.SP.B.4,confirmed,99.0,7.SP.B.4,"The lesson overlap is perfect (1.0, with all 3 lessons shared), and the embedding similarity is high at 0.839, making 7.SP.B.4 the clear and dominant match. The state standard text directly mirrors the CCSS language about informal comparative inferences using measures of center and variability for two populations."
OH,7.RP.2d,7.RP.A.2.d,confirmed,99.0,7.RP.A.2.d,"The state standard text is identical to the CCSS 7.RP.A.2.d text, and the lesson overlap is perfect (1.0) with all 3 lessons shared, making this an unambiguous match with the strongest possible evidence."
RI,8.F.A.2,8.F.A.2,confirmed,99.0,8.F.A.2,"The lesson overlap is perfect (1.0, with all 2 lessons shared), and the state standard text is essentially identical to 8.F.A.2. The top candidate by embedding similarity (HSF.IF.C.9) has zero lesson overlap, confirming the grade 8 standard is the correct match."
SC,K.NR.2.3,K.CC.B.4.c,likely_incorrect,72.0,K.CC.B.4.b,"The state standard K.NR.2.3 emphasizes counting objects, writing numerals, and conservation of number (stating count without recounting after rearrangement), which aligns most closely with K.CC.B.4.b ('the number of objects is the same regardless of their arrangement') and K.CC.B.5. K.CC.B.4.c (the tag being evaluated) is about each successive number being one larger — a successor/cardinality concept not addressed in this standard — and has low lesson overlap (0.1923) and does not appear in the top-5 candidates. K.CC.B.4.b has stronger lesson overlap (0.2593) and directly captures the rearrangement/conservation aspect, making it a better fit than K.CC.B.4.c."
PA,2.4.5.A.5,5.MD.C.5.c,,,,"Unparseable response: Looking at the evidence:

1. **Lesson overlap**: The tag being evaluated (5.MD.C.5.c) shows 0.3846 lesson overlap in the top-5 candidates table (state has 13 lessons, CCSS has 5, 5 shared). This is me"
AR,3.GM.8,3.MD.A.2,confirmed,99.0,3.MD.A.2,"The lesson overlap is perfect (1.0) with all 7 lessons shared between the state standard and 3.MD.A.2, and the state standard text is nearly identical to 3.MD.A.2's text. No other candidate comes close in either lesson overlap or semantic similarity."
PA,2.4.4.A.1,4.MD.A.3,likely_incorrect,88.0,4.MD.A.2,"The tag being evaluated (4.MD.A.3, area/perimeter formulas) has 0% lesson overlap and is not in the top-5 candidates, making it a poor match for a standard about measurement conversions. By contrast, 4.MD.A.2 shows 68.42% lesson overlap with the state standard and directly addresses solving word problems involving measurement conversions from larger to smaller units, making it the strongest candidate."
PA,2.4.7.B.1,7.SP.A.1,likely_correct,62.0,7.SP.A.1,"Both 7.SP.A.1 and 7.SP.A.2 show identical lesson overlap (0.6667, 4 shared lessons), making them both strong candidates; however, the state standard text 'Draw inferences about populations based on random sampling concepts' aligns closely with 7.SP.A.1's focus on understanding random sampling as a basis for valid inferences, while 7.SP.A.2 is more specifically about using data from samples to draw inferences about unknown characteristics. The existing tag for 7.SP.A.1 is supported by strong lesson overlap and the other existing tag (7.SP.A.2) also covers the same lessons, suggesting both are legitimately applicable."
WI,2.NBT.A.2,2.NBT.A.2,confirmed,95.0,2.NBT.A.2,"The state standard text is nearly identical to CCSS 2.NBT.A.2, and the top-5 candidates show 100% lesson overlap (9/9 shared lessons) for this pairing, which is the strongest possible signal. The zero lesson overlap shown for the tag being evaluated reflects a data artifact where the state standard has 0 lessons mapped, but the candidate list entry for the same CCSS standard shows full overlap."
AR,K.NPV.6,K.NBT.A.1,confirmed,97.0,K.NBT.A.1,"The lesson overlap is perfect (1.0) with all 10 lessons shared between the state standard and K.NBT.A.1, and K.NBT.A.1 ranks first in similarity. Both standards address decomposing numbers into tens and ones using objects or drawings, making this an extremely strong match."
WI,1.OA.A.1,1.OA.A.1,confirmed,95.0,1.OA.A.1,"The state standard text is essentially identical to CCSS 1.OA.A.1, and the top-5 candidates show 1.OA.A.1 has a perfect lesson overlap (1.0, 25/25 shared lessons) with the state standard. The zero overlap shown in the tag being evaluated reflects a data artifact (state has 0 lessons listed for that specific tag row), but the candidate data confirms strong alignment."
NC,K.CC.2,K.CC.A.2,confirmed,95.0,K.CC.A.2,"The state standard text is virtually identical to K.CC.A.2, and the top-5 candidates show K.CC.A.2 with strong lesson overlap (57.14%) and the highest embedding similarity (0.805). The zero overlap shown for the tag being evaluated is due to the state standard having 0 lessons in that particular context, but the shared-context data confirms strong alignment."
KS,3.NF.2a,3.NF.A.2.a,confirmed,99.0,3.NF.A.2.a,"The lesson overlap is perfect (1.0, with all 3 lessons shared), the text is nearly identical to the state standard, and it ranks first among all candidates. All evidence strongly supports this tag."
NJ,6.EE.B.7,6.EE.B.7,confirmed,99.0,6.EE.B.7,"The tag has a perfect lesson overlap of 1.0 (all 5 lessons shared), ranks first among candidates, and the state standard text is essentially identical to the CCSS standard text, leaving no ambiguity about the correct alignment."
RI,6.NS.C.7.b,6.NS.C.7.b,confirmed,99.0,6.NS.C.7.b,"The tag shows perfect lesson overlap (1.0) with all 2 state lessons matching all 2 CCSS lessons, and the state standard text is nearly identical to the CCSS standard text, with the highest embedding similarity score (0.762) among all candidates. Every signal strongly supports this tag."
KY,6.RP.1,6.RP.A.1,confirmed,90.0,6.RP.A.1,"The text of the state standard is nearly identical to 6.RP.A.1, and the top-5 candidate list shows a 100% lesson overlap (7/7 shared) for 6.RP.A.1 against the state standard with 7 lessons — the strongest possible lesson overlap signal. The zero lesson overlap shown in the tag being evaluated appears to reflect a data discrepancy (state has 0 lessons listed there vs. 7 in the candidate table), but the candidate-level data confirms a perfect match."
NJ,6.NS.B.3,6.NS.B.3,confirmed,99.0,6.NS.B.3,"The lesson overlap is perfect (1.0, with all 7 lessons shared), and the state standard text is virtually identical to the CCSS 6.NS.B.3 text, differing only in the substitution of 'With accuracy and efficiency' for 'Fluently.' No other candidate comes close."
LA,K.CC.B.4.c,K.CC.B.4.c,confirmed,99.0,K.CC.B.4.c,"The tag shows perfect lesson overlap (1.0, with all 11 lessons shared) and the state standard text is identical to the CCSS text, making this an unambiguous match. No other candidate comes close in lesson overlap or semantic similarity."
PA,2.4.7.B.2,7.SP.B.3,likely_incorrect,85.0,7.SP.B.4,"7.SP.B.4 has a perfect lesson overlap (1.0, 3/3 shared lessons) with the state standard and directly matches the text about drawing informal comparative inferences about two populations, making it the clearly better tag. The evaluated tag 7.SP.B.3 has zero lesson overlap and doesn't appear in the top-5 candidates, indicating it is misaligned."
NC,3.OA.3,3.OA.A.3,confirmed,90.0,3.OA.A.3,"The lesson overlap of 86.67% (13 of 15 shared lessons) is extremely strong and directly confirms this tag. The initial 0.0 overlap shown for the tag was based on the state having 0 lessons, but the top-5 candidate data correctly shows 15 state lessons with 13 shared with 3.OA.A.3, making it the clear best match."
AR,6.PR.5,6.RP.A.3.c,confirmed,99.0,6.RP.A.3.c,"The tag shows perfect lesson overlap (1.0, all 5 lessons shared) and the highest embedding similarity (0.847) among all candidates, and the state standard text is nearly identical to 6.RP.A.3.c. All evidence strongly supports this alignment."
KS,8.EE.3,8.EE.A.4,confirmed,97.0,8.EE.A.4,"The lesson overlap is perfect (1.0, all 6 lessons shared), and the CCSS standard text is nearly identical to the state standard text, with only minor wording differences ('Perform operations' vs. 'Read and write'). Both signals strongly confirm this tag."
ND,2.NO.NF.3,2.G.A.3,confirmed,88.0,2.G.A.3,"The tag 2.G.A.3 ranks first in both lesson overlap (66.67%, 6 of 9 lessons shared) and embedding similarity (0.685), making it the strongest candidate by far. The state standard's concept of 'partitioning shapes into more equal shares creates smaller shares' is directly captured in 2.G.A.3's content on partitioning shapes into equal shares, and notably 1.G.A.3 contains nearly identical language but has zero lesson overlap, further confirming 2.G.A.3 as the correct match."
WI,6.EE.B.5,6.EE.B.5,confirmed,95.0,6.EE.B.5,"The state standard text is nearly identical to CCSS 6.EE.B.5, with an embedding similarity of 0.916, and the top-5 candidates show 100% lesson overlap (4 of 4 shared lessons) for this pairing. The zero overlap shown in the tag being evaluated appears to be a data artifact (state listed as having 0 lessons), while the candidate row correctly shows 4 shared lessons."
